 aaaammgghhpp  ARGEME   ARMVAL   AVECAB   CAIROM   CAMINA   CARASC   FORNOL   IMPERU   MOLINE   MURIAL   NERV01   NEVCIS   PORTOV   SANTUA   STSGIU   VOBBIE   QUAZQU   BOLSTE   POLCAM   BISMOL   ROVEGN   SCRISO   CAMPST 
 202010030100   822.34    75.71    15.85    30.82     9.31    87.37   309.56    27.15     9.68   115.69   224.85   121.47   766.64     2.58     3.55    20.10     0.66     7.94    44.15    16.15    60.34    84.37    40.94
 202010030200   596.93    36.21    17.12    49.21     9.44    85.55   296.46    33.78    15.59   151.58   138.72   116.05   728.99     3.63     5.15    21.85     1.30    12.62    44.55    19.02    62.32    85.43    51.96
 202010030300   318.40    17.72    33.51    56.07    13.11    94.46   294.50    29.06    20.82   124.74    79.63    81.31   505.04     3.63     4.03    38.12     0.86    10.27    77.20    40.65   106.22   101.24    73.28
 202010030400   176.96    19.98    55.73    49.24    30.47   166.05   284.49    24.22    14.92    88.07    71.41    49.40   291.31     3.39     3.75    51.34     1.16     8.66    94.12    58.85   188.72   119.30    60.01
 202010030500   155.77    20.98    56.25    42.41    37.72   283.00   291.87    20.92    12.12    63.78    79.38    40.56   191.62     3.70     3.93    49.15     1.63     7.83    78.37    54.32   204.75   156.91    44.22
 202010030600   156.77    15.21    62.19    38.17    46.02   335.64   331.24    19.15    11.50    48.57    66.88    41.91   170.09     4.65     4.17    53.67     1.99     7.68    72.29    55.07   208.80   220.57    38.35
 202010030700   126.99    11.00    70.55    37.60    53.12   372.11   421.13    17.72    11.80    42.86    47.46    37.64   156.28     3.90     3.78    70.35     1.83     7.32   106.21    86.55   229.49   253.43    41.07
 202010030800    88.49     9.29    65.90    35.82    48.84   411.62   573.43    15.20     9.78    37.73    36.93    31.17   121.10     3.75     3.17    71.33     1.86     6.62   114.77   100.87   239.73   273.01    33.66
 202010030900    66.96     8.57    59.34    33.99    41.68   410.47   735.61    13.04     8.38    34.06    33.23    27.35    96.01     3.83     2.90    65.24     1.85     5.68    94.74    79.14   230.52   297.56    27.05
 202010031000    58.60     8.17    47.66    31.35    34.61   374.30   835.82    12.02     7.28    31.12    31.74    25.85    81.32     3.90     2.85    47.43     1.79     5.34    74.69    50.20   200.64   314.68    22.82
 202010031100    55.95     8.02    34.08    30.05    27.24   305.73   865.86    11.70     6.65    29.21    30.80    25.36    75.37     3.74     2.55    29.42     1.82     5.15    55.80    30.31   151.91   278.68    20.64
 202010031200    54.49     7.87    24.74    29.22    19.34   212.13   856.77    11.56     6.40    28.38    30.15    25.20    72.05     3.73     2.41    21.21     1.86     4.97    45.18    21.19   107.63   212.43    19.23
 202010031300    53.35     7.76    19.57    28.68    14.85   144.00   768.40    11.55     6.24    28.00    29.63    24.85    69.90     3.68     2.31    17.49     1.87     4.81    38.02    17.94    78.59   148.50    18.00
 202010031400    49.50     7.20    15.54    27.32    10.50   106.79   644.73     9.72     3.65    25.20    26.66    23.63    65.84     3.13     1.57    15.11     1.34     3.42    34.07    15.55    58.60   106.23    14.47
 202010031500    33.83     1.53     6.63    21.92     4.10    73.19   522.48     3.70     1.46    18.83    12.27    14.41    50.91     1.19     1.19     6.48     0.45     1.44    18.42     6.10    34.01    75.75     5.89
 202010031600    15.63     0.49     3.69    13.53     1.81    35.56   411.23     1.73     0.63     8.72     3.41     2.79    23.76     0.74     0.88     2.44     0.26     0.68     8.60     2.42    18.41    54.91     2.82
 202010031700     3.34     0.05     1.40     8.09     0.54    12.87   308.46     0.51     0.06     4.76     1.09     0.85     6.40     0.49     0.60     0.43     0.12     0.29     3.43     0.60    10.48    29.63     1.35
 202010031800     0.89     0.03     0.40     4.06     0.06     4.44   209.53     0.17     0.00     2.14     0.47     0.10     1.99     0.22     0.47     0.02     0.03     0.16     1.25     0.14     5.36    13.13     0.67
 202010031900     0.20     0.00     0.04     1.72     0.00     1.15   118.59     0.02     0.00     0.71     0.16     0.00     0.33     0.09     0.26     0.00     0.00     0.07     0.39     0.00     2.61     5.20     0.29
 202010032000     0.00     0.00     0.00     0.64     0.00     0.27    55.72     0.00     0.00     0.33     0.00     0.00     0.03     0.02     0.12     0.00     0.00     0.02     0.03     0.00     1.59     2.15     0.08
 202010032100     0.00     0.00     0.00     0.11     0.00     0.11    25.74     0.00     0.00     0.04     0.00     0.00     0.00     0.00     0.07     0.00     0.00     0.00     0.00     0.00     0.77     0.73     0.00
 202010032200     0.00     0.00     0.00     0.00     0.00     0.00    10.80     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.03     0.00     0.00     0.00     0.00     0.00     0.42     0.13     0.00
 202010032300     0.00     0.00     0.00     0.00     0.00     0.00     4.27     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.24     0.00     0.00
 202010040000     0.00     0.00     0.00     0.00     0.00     0.00     1.89     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.02     0.00     0.00
 202010040100     0.00     0.00     0.00     0.00     0.00     0.00     0.72     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010040200     0.00     0.00     0.00     0.00     0.00     0.00     0.10     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010040300     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010040400     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010040500     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
 202010040600     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00     0.00
